,SDOstreamc,CluStream,DenStream,BIRCH,StreamKM,GT
580,18,0.0,0.0,0.0,0.0,1.0
581,16,1.0,0.0,0.0,1.0,0.0
582,8,1.0,0.0,0.0,1.0,0.0
583,3,0.0,0.0,0.0,0.0,1.0
584,16,1.0,0.0,0.0,1.0,0.0
585,6,0.0,0.0,0.0,0.0,1.0
586,8,1.0,0.0,0.0,1.0,0.0
587,16,1.0,0.0,0.0,1.0,0.0
588,9,0.0,0.0,0.0,0.0,1.0
589,16,1.0,0.0,0.0,1.0,0.0
590,1,1.0,0.0,0.0,1.0,0.0
591,1,1.0,0.0,0.0,1.0,0.0
592,16,1.0,0.0,0.0,1.0,0.0
593,1,1.0,0.0,0.0,1.0,0.0
594,3,0.0,0.0,0.0,0.0,1.0
595,18,0.0,0.0,0.0,0.0,1.0
596,14,1.0,0.0,0.0,1.0,0.0
597,22,0.0,0.0,0.0,0.0,1.0
598,18,0.0,0.0,0.0,0.0,1.0
599,16,1.0,0.0,0.0,1.0,0.0
600,8,1.0,0.0,0.0,1.0,0.0
601,3,0.0,0.0,0.0,0.0,1.0
602,16,1.0,0.0,0.0,1.0,0.0
603,6,0.0,0.0,0.0,0.0,1.0
604,8,1.0,0.0,0.0,1.0,0.0
605,16,1.0,0.0,0.0,1.0,0.0
606,9,0.0,0.0,0.0,0.0,1.0
607,16,1.0,0.0,0.0,1.0,0.0
608,1,1.0,0.0,0.0,1.0,0.0
609,1,1.0,0.0,0.0,1.0,0.0
610,16,1.0,0.0,0.0,1.0,0.0
611,1,1.0,0.0,0.0,1.0,0.0
612,3,0.0,0.0,0.0,0.0,1.0
613,18,0.0,0.0,0.0,0.0,1.0
614,14,1.0,0.0,0.0,1.0,0.0
615,22,0.0,0.0,0.0,0.0,1.0
616,18,0.0,0.0,0.0,0.0,1.0
617,16,1.0,0.0,0.0,1.0,0.0
618,8,1.0,0.0,0.0,1.0,0.0
619,3,0.0,0.0,0.0,0.0,1.0
620,16,1.0,0.0,0.0,1.0,0.0
621,6,0.0,0.0,0.0,0.0,1.0
622,8,1.0,0.0,0.0,1.0,0.0
623,16,1.0,0.0,0.0,1.0,0.0
624,9,0.0,0.0,0.0,0.0,1.0
625,16,1.0,0.0,0.0,1.0,0.0
626,1,1.0,0.0,0.0,1.0,0.0
627,1,1.0,0.0,0.0,1.0,0.0
628,16,1.0,0.0,0.0,1.0,0.0
629,1,1.0,0.0,0.0,1.0,0.0
630,3,0.0,0.0,0.0,0.0,1.0
631,18,0.0,0.0,0.0,0.0,1.0
632,14,1.0,0.0,0.0,1.0,0.0
633,22,0.0,0.0,0.0,0.0,1.0
634,18,0.0,0.0,0.0,0.0,1.0
635,16,1.0,0.0,0.0,1.0,0.0
636,8,1.0,0.0,0.0,1.0,0.0
637,3,0.0,0.0,0.0,0.0,1.0
638,16,1.0,0.0,0.0,1.0,0.0
639,6,0.0,0.0,0.0,0.0,1.0
640,8,1.0,0.0,0.0,1.0,0.0
641,16,1.0,0.0,0.0,1.0,0.0
642,9,0.0,0.0,0.0,0.0,1.0
643,16,1.0,0.0,0.0,1.0,0.0
644,1,1.0,0.0,0.0,1.0,0.0
645,1,1.0,0.0,0.0,1.0,0.0
646,16,1.0,0.0,0.0,1.0,0.0
647,1,1.0,0.0,0.0,1.0,0.0
648,3,0.0,0.0,0.0,0.0,1.0
649,18,0.0,0.0,0.0,0.0,1.0
650,14,1.0,0.0,0.0,1.0,0.0
651,22,0.0,0.0,0.0,0.0,1.0
652,18,0.0,0.0,0.0,0.0,1.0
653,16,1.0,0.0,0.0,1.0,0.0
654,8,1.0,0.0,0.0,1.0,0.0
655,3,0.0,0.0,0.0,0.0,1.0
656,16,1.0,0.0,0.0,1.0,0.0
657,6,0.0,0.0,0.0,0.0,1.0
658,8,1.0,0.0,0.0,1.0,0.0
659,16,1.0,0.0,0.0,1.0,0.0
660,9,0.0,0.0,0.0,0.0,1.0
661,16,1.0,0.0,0.0,1.0,0.0
662,1,1.0,0.0,0.0,1.0,0.0
663,1,1.0,0.0,0.0,1.0,0.0
664,16,1.0,0.0,0.0,1.0,0.0
665,23,1.0,0.0,0.0,1.0,0.0
666,3,0.0,0.0,0.0,0.0,1.0
667,18,0.0,0.0,0.0,0.0,1.0
668,14,1.0,0.0,0.0,1.0,0.0
669,22,0.0,0.0,0.0,0.0,1.0
670,18,0.0,0.0,0.0,0.0,1.0
671,16,1.0,0.0,0.0,1.0,0.0
672,8,1.0,0.0,0.0,1.0,0.0
673,3,0.0,0.0,0.0,0.0,1.0
674,16,1.0,0.0,0.0,1.0,0.0
675,6,0.0,0.0,0.0,0.0,1.0
676,8,1.0,0.0,0.0,1.0,0.0
677,16,1.0,0.0,0.0,1.0,0.0
678,9,0.0,0.0,0.0,0.0,1.0
679,16,1.0,0.0,0.0,1.0,0.0
680,1,1.0,0.0,0.0,1.0,0.0
681,1,1.0,0.0,0.0,1.0,0.0
682,16,1.0,0.0,0.0,1.0,0.0
683,24,1.0,0.0,0.0,1.0,0.0
684,3,0.0,0.0,0.0,0.0,1.0
685,18,0.0,0.0,0.0,0.0,1.0
686,14,1.0,0.0,0.0,1.0,0.0
687,22,0.0,0.0,0.0,0.0,1.0
688,18,0.0,0.0,0.0,0.0,1.0
689,16,1.0,0.0,0.0,1.0,0.0
690,8,1.0,0.0,0.0,1.0,0.0
691,3,0.0,0.0,0.0,0.0,1.0
692,16,1.0,0.0,0.0,1.0,0.0
693,6,0.0,0.0,0.0,0.0,1.0
694,8,1.0,0.0,0.0,1.0,0.0
695,16,1.0,0.0,0.0,1.0,0.0
696,9,0.0,0.0,0.0,0.0,1.0
697,16,1.0,0.0,0.0,1.0,0.0
698,1,1.0,0.0,0.0,1.0,0.0
699,1,1.0,0.0,0.0,1.0,0.0
700,16,1.0,0.0,0.0,1.0,0.0
701,25,1.0,0.0,0.0,1.0,0.0
702,3,0.0,0.0,0.0,0.0,1.0
703,18,0.0,0.0,0.0,0.0,1.0
704,14,1.0,0.0,0.0,1.0,0.0
705,22,0.0,0.0,0.0,0.0,1.0
706,18,0.0,0.0,0.0,0.0,1.0
707,16,1.0,0.0,0.0,1.0,0.0
708,8,1.0,0.0,0.0,1.0,0.0
709,3,0.0,0.0,0.0,0.0,1.0
710,16,1.0,0.0,0.0,1.0,0.0
711,6,0.0,0.0,0.0,0.0,1.0
712,8,1.0,0.0,0.0,1.0,0.0
713,16,1.0,0.0,0.0,1.0,0.0
714,9,0.0,0.0,0.0,0.0,1.0
715,16,1.0,0.0,0.0,1.0,0.0
716,1,1.0,0.0,0.0,1.0,0.0
717,1,1.0,0.0,0.0,1.0,0.0
718,16,1.0,0.0,0.0,1.0,0.0
719,25,1.0,0.0,0.0,1.0,0.0
720,3,0.0,0.0,0.0,0.0,1.0
721,18,0.0,0.0,0.0,0.0,1.0
722,14,1.0,0.0,0.0,1.0,0.0
723,22,0.0,0.0,0.0,0.0,1.0
724,18,0.0,0.0,0.0,0.0,1.0
725,16,1.0,0.0,0.0,1.0,0.0
726,8,1.0,0.0,0.0,1.0,0.0
727,3,0.0,0.0,0.0,0.0,1.0
728,16,1.0,0.0,0.0,1.0,0.0
729,6,0.0,0.0,0.0,0.0,1.0
730,8,1.0,0.0,0.0,1.0,0.0
731,16,1.0,0.0,0.0,1.0,0.0
732,9,0.0,0.0,0.0,0.0,1.0
733,16,1.0,0.0,0.0,1.0,0.0
734,1,1.0,0.0,0.0,1.0,0.0
735,1,1.0,0.0,0.0,1.0,0.0
736,16,1.0,0.0,0.0,1.0,0.0
737,25,1.0,0.0,0.0,1.0,0.0
738,3,0.0,0.0,0.0,0.0,1.0
739,18,0.0,0.0,0.0,0.0,1.0
740,14,1.0,0.0,0.0,1.0,0.0
741,22,0.0,0.0,0.0,0.0,1.0
742,26,0.0,0.0,0.0,0.0,1.0
743,16,1.0,0.0,0.0,1.0,0.0
744,8,1.0,0.0,0.0,1.0,0.0
745,3,0.0,0.0,0.0,0.0,1.0
746,27,1.0,0.0,0.0,1.0,0.0
747,6,0.0,0.0,0.0,0.0,1.0
748,8,1.0,0.0,0.0,1.0,0.0
749,27,1.0,0.0,0.0,1.0,0.0
750,9,0.0,0.0,0.0,0.0,1.0
751,27,1.0,0.0,0.0,1.0,0.0
752,1,1.0,0.0,0.0,1.0,0.0
753,1,1.0,0.0,0.0,1.0,0.0
754,27,1.0,0.0,0.0,1.0,0.0
755,25,1.0,0.0,0.0,1.0,0.0
756,3,0.0,0.0,0.0,0.0,1.0
757,26,0.0,0.0,0.0,0.0,1.0
758,14,1.0,0.0,0.0,1.0,0.0
759,22,0.0,0.0,0.0,0.0,1.0
760,26,0.0,0.0,0.0,0.0,1.0
761,27,1.0,0.0,0.0,1.0,0.0
762,8,1.0,0.0,0.0,1.0,0.0
763,3,0.0,0.0,0.0,0.0,1.0
764,27,1.0,0.0,0.0,1.0,0.0
765,6,0.0,0.0,0.0,0.0,1.0
766,8,1.0,0.0,0.0,1.0,0.0
767,27,1.0,0.0,0.0,1.0,0.0
768,9,0.0,0.0,0.0,0.0,1.0
769,27,1.0,0.0,0.0,1.0,0.0
770,1,1.0,0.0,0.0,1.0,0.0
771,1,1.0,0.0,0.0,1.0,0.0
772,27,1.0,0.0,0.0,1.0,0.0
773,25,1.0,0.0,0.0,1.0,0.0
774,3,0.0,0.0,0.0,0.0,1.0
775,26,0.0,0.0,0.0,0.0,1.0
776,14,1.0,0.0,0.0,1.0,0.0
777,22,0.0,0.0,0.0,0.0,1.0
778,26,0.0,0.0,0.0,0.0,1.0
779,27,1.0,0.0,0.0,1.0,0.0
780,8,1.0,0.0,0.0,1.0,0.0
781,3,0.0,0.0,0.0,0.0,1.0
782,27,1.0,0.0,0.0,1.0,0.0
783,6,0.0,0.0,0.0,0.0,1.0
784,8,1.0,0.0,0.0,1.0,0.0
785,27,1.0,0.0,0.0,1.0,0.0
786,9,0.0,0.0,0.0,0.0,1.0
787,28,1.0,0.0,0.0,1.0,0.0
788,1,1.0,0.0,0.0,1.0,0.0
789,1,1.0,0.0,0.0,1.0,0.0
790,28,1.0,0.0,0.0,1.0,0.0
791,25,1.0,0.0,0.0,1.0,0.0
792,3,0.0,0.0,0.0,0.0,1.0
793,26,0.0,0.0,0.0,0.0,1.0
794,14,1.0,0.0,0.0,1.0,0.0
795,22,0.0,0.0,0.0,0.0,1.0
796,26,0.0,0.0,0.0,0.0,1.0
797,29,1.0,0.0,0.0,1.0,0.0
798,8,1.0,0.0,0.0,1.0,0.0
799,3,0.0,0.0,0.0,0.0,1.0
800,30,1.0,0.0,0.0,1.0,0.0
801,6,0.0,0.0,0.0,0.0,1.0
802,8,1.0,0.0,0.0,1.0,0.0
803,30,1.0,0.0,0.0,1.0,0.0
804,9,1.0,0.0,0.0,0.0,1.0
805,29,1.0,0.0,0.0,1.0,0.0
806,1,1.0,0.0,0.0,1.0,0.0
807,1,1.0,0.0,0.0,1.0,0.0
808,31,1.0,0.0,0.0,1.0,0.0
809,25,1.0,0.0,0.0,1.0,0.0
810,3,0.0,0.0,0.0,0.0,1.0
811,32,0.0,0.0,0.0,0.0,1.0
812,14,1.0,0.0,0.0,1.0,0.0
813,22,0.0,0.0,0.0,0.0,1.0
814,32,0.0,0.0,0.0,0.0,1.0
815,30,1.0,0.0,0.0,1.0,0.0
816,8,1.0,0.0,0.0,1.0,0.0
817,3,1.0,0.0,0.0,0.0,1.0
818,30,1.0,0.0,0.0,1.0,0.0
819,6,0.0,0.0,0.0,0.0,1.0
820,8,1.0,0.0,0.0,1.0,0.0
821,30,1.0,0.0,0.0,1.0,0.0
822,9,1.0,0.0,0.0,0.0,1.0
823,29,1.0,0.0,0.0,1.0,0.0
824,1,1.0,0.0,0.0,1.0,0.0
825,1,1.0,0.0,0.0,1.0,0.0
826,31,1.0,0.0,0.0,1.0,0.0
827,25,1.0,0.0,0.0,1.0,0.0
828,3,0.0,0.0,0.0,0.0,1.0
829,33,0.0,0.0,0.0,0.0,1.0
830,14,1.0,0.0,0.0,1.0,0.0
831,22,0.0,0.0,0.0,0.0,1.0
832,33,0.0,0.0,0.0,0.0,1.0
833,30,1.0,0.0,0.0,1.0,0.0
834,8,1.0,0.0,0.0,1.0,0.0
835,3,1.0,0.0,0.0,0.0,1.0
836,30,1.0,0.0,0.0,1.0,0.0
837,6,0.0,0.0,0.0,0.0,1.0
838,8,1.0,0.0,0.0,1.0,0.0
839,30,1.0,0.0,0.0,1.0,0.0
840,9,1.0,0.0,0.0,0.0,1.0
841,29,1.0,0.0,0.0,1.0,0.0
842,1,1.0,0.0,0.0,1.0,0.0
843,1,1.0,0.0,0.0,1.0,0.0
844,31,1.0,0.0,0.0,1.0,0.0
845,25,1.0,0.0,0.0,1.0,0.0
846,3,0.0,0.0,0.0,0.0,1.0
847,34,0.0,0.0,0.0,0.0,1.0
848,14,1.0,0.0,0.0,1.0,0.0
849,22,0.0,0.0,0.0,0.0,1.0
850,34,0.0,0.0,0.0,0.0,1.0
851,30,1.0,0.0,0.0,1.0,0.0
852,8,1.0,0.0,0.0,1.0,0.0
853,3,1.0,0.0,0.0,0.0,1.0
854,30,1.0,0.0,0.0,1.0,0.0
855,6,0.0,0.0,0.0,0.0,1.0
856,8,1.0,0.0,0.0,1.0,0.0
857,30,1.0,0.0,0.0,1.0,0.0
858,9,1.0,0.0,0.0,0.0,1.0
859,29,1.0,0.0,0.0,1.0,0.0
860,1,1.0,0.0,0.0,1.0,0.0
861,1,1.0,0.0,0.0,1.0,0.0
862,31,1.0,0.0,0.0,1.0,0.0
863,25,1.0,0.0,0.0,1.0,0.0
864,3,0.0,0.0,0.0,0.0,1.0
865,35,0.0,0.0,0.0,0.0,1.0
866,14,1.0,0.0,0.0,1.0,0.0
867,22,0.0,0.0,0.0,0.0,1.0
868,3,0.0,0.0,0.0,0.0,1.0
869,30,1.0,0.0,0.0,1.0,0.0
870,8,1.0,0.0,0.0,1.0,0.0
871,3,1.0,0.0,0.0,0.0,1.0
872,30,1.0,0.0,0.0,1.0,0.0
873,6,0.0,0.0,0.0,0.0,1.0
874,8,1.0,0.0,0.0,1.0,0.0
875,30,1.0,0.0,0.0,1.0,0.0
876,9,1.0,0.0,0.0,0.0,1.0
877,29,1.0,0.0,0.0,1.0,0.0
878,1,1.0,0.0,0.0,1.0,0.0
879,1,1.0,0.0,0.0,1.0,0.0
880,31,1.0,0.0,0.0,1.0,0.0
881,36,1.0,0.0,0.0,1.0,0.0
882,3,0.0,0.0,0.0,0.0,1.0
883,3,0.0,0.0,0.0,0.0,1.0
884,14,1.0,0.0,0.0,1.0,0.0
885,22,0.0,0.0,0.0,0.0,1.0
886,3,0.0,0.0,0.0,0.0,1.0
887,30,1.0,0.0,0.0,1.0,0.0
888,8,1.0,0.0,0.0,1.0,0.0
889,3,1.0,0.0,0.0,0.0,1.0
890,30,1.0,0.0,0.0,1.0,0.0
891,6,0.0,0.0,0.0,0.0,1.0
892,8,1.0,0.0,0.0,1.0,0.0
893,30,1.0,0.0,0.0,1.0,0.0
894,9,1.0,0.0,0.0,0.0,1.0
895,29,1.0,0.0,0.0,1.0,0.0
896,1,1.0,0.0,0.0,1.0,0.0
897,1,1.0,0.0,0.0,1.0,0.0
898,31,1.0,0.0,0.0,1.0,0.0
899,1,1.0,0.0,0.0,1.0,0.0
900,3,0.0,0.0,0.0,0.0,1.0
901,22,0.0,0.0,0.0,0.0,1.0
902,14,1.0,0.0,0.0,1.0,0.0
903,22,0.0,0.0,0.0,0.0,1.0
904,3,0.0,0.0,0.0,0.0,1.0
905,30,1.0,0.0,0.0,1.0,0.0
906,8,1.0,0.0,0.0,1.0,0.0
907,3,1.0,0.0,0.0,0.0,1.0
908,30,1.0,0.0,0.0,1.0,0.0
909,6,0.0,0.0,0.0,0.0,1.0
910,8,1.0,0.0,0.0,1.0,0.0
911,30,1.0,0.0,0.0,1.0,0.0
912,9,1.0,0.0,0.0,0.0,1.0
913,29,1.0,0.0,0.0,1.0,0.0
914,1,1.0,0.0,0.0,1.0,0.0
915,1,1.0,0.0,0.0,1.0,0.0
916,31,1.0,0.0,0.0,1.0,0.0
917,1,1.0,0.0,0.0,1.0,0.0
918,3,0.0,0.0,0.0,0.0,1.0
919,22,0.0,0.0,0.0,0.0,1.0
920,14,1.0,0.0,0.0,1.0,0.0
921,22,0.0,0.0,0.0,0.0,1.0
922,3,0.0,0.0,0.0,0.0,1.0
923,30,1.0,0.0,0.0,1.0,0.0
924,8,1.0,0.0,0.0,1.0,0.0
925,3,0.0,0.0,0.0,0.0,1.0
926,30,1.0,0.0,0.0,1.0,0.0
927,6,0.0,0.0,0.0,0.0,1.0
928,8,1.0,0.0,0.0,1.0,0.0
929,30,1.0,0.0,0.0,1.0,0.0
930,9,1.0,0.0,0.0,0.0,1.0
931,29,1.0,0.0,0.0,1.0,0.0
932,1,1.0,0.0,0.0,1.0,0.0
933,1,1.0,0.0,0.0,1.0,0.0
934,31,1.0,0.0,0.0,1.0,0.0
935,1,1.0,0.0,0.0,1.0,0.0
936,3,0.0,0.0,0.0,0.0,1.0
937,22,0.0,0.0,0.0,0.0,1.0
938,14,1.0,0.0,0.0,1.0,0.0
939,6,0.0,0.0,0.0,0.0,1.0
940,3,0.0,0.0,0.0,0.0,1.0
941,30,1.0,0.0,0.0,1.0,0.0
942,8,1.0,0.0,0.0,1.0,0.0
943,3,0.0,0.0,0.0,0.0,1.0
944,30,1.0,0.0,0.0,1.0,0.0
945,6,0.0,0.0,0.0,0.0,1.0
946,8,1.0,0.0,0.0,1.0,0.0
947,30,1.0,0.0,0.0,1.0,0.0
948,9,1.0,0.0,0.0,0.0,1.0
949,29,1.0,0.0,0.0,1.0,0.0
950,1,1.0,0.0,0.0,1.0,0.0
951,1,1.0,0.0,0.0,1.0,0.0
952,31,1.0,0.0,0.0,1.0,0.0
953,37,1.0,0.0,0.0,1.0,0.0
954,3,0.0,0.0,0.0,0.0,1.0
955,22,0.0,0.0,0.0,0.0,1.0
956,14,1.0,0.0,0.0,1.0,0.0
957,6,0.0,0.0,0.0,0.0,1.0
958,3,0.0,0.0,0.0,0.0,1.0
959,30,1.0,0.0,0.0,1.0,0.0
960,8,1.0,0.0,0.0,1.0,0.0
961,3,0.0,0.0,0.0,0.0,1.0
962,30,1.0,0.0,0.0,1.0,0.0
963,6,0.0,0.0,0.0,0.0,1.0
964,8,1.0,0.0,0.0,1.0,0.0
965,30,1.0,0.0,0.0,1.0,0.0
966,9,1.0,0.0,0.0,0.0,1.0
967,30,1.0,0.0,0.0,1.0,0.0
968,1,1.0,0.0,0.0,1.0,0.0
969,1,1.0,0.0,0.0,1.0,0.0
970,30,1.0,0.0,0.0,1.0,0.0
971,1,1.0,0.0,0.0,1.0,0.0
972,3,0.0,0.0,0.0,0.0,1.0
973,22,0.0,0.0,0.0,0.0,1.0
974,14,1.0,0.0,0.0,1.0,0.0
975,6,0.0,0.0,0.0,0.0,1.0
976,3,0.0,0.0,0.0,0.0,1.0
977,30,1.0,0.0,0.0,1.0,0.0
978,8,1.0,0.0,0.0,1.0,0.0
979,3,0.0,0.0,0.0,0.0,1.0
980,30,1.0,0.0,0.0,1.0,0.0
981,6,0.0,0.0,0.0,0.0,1.0
982,8,1.0,0.0,0.0,1.0,0.0
983,30,1.0,0.0,0.0,1.0,0.0
984,3,1.0,0.0,0.0,0.0,1.0
985,30,1.0,0.0,0.0,1.0,0.0
986,1,1.0,0.0,0.0,1.0,0.0
987,1,1.0,0.0,0.0,1.0,0.0
988,30,1.0,0.0,0.0,1.0,0.0
989,1,1.0,0.0,0.0,1.0,0.0
990,3,0.0,0.0,0.0,0.0,1.0
991,3,0.0,0.0,0.0,0.0,1.0
992,14,1.0,0.0,0.0,1.0,0.0
993,6,0.0,0.0,0.0,0.0,1.0
994,3,0.0,0.0,0.0,0.0,1.0
995,30,1.0,0.0,0.0,1.0,0.0
996,8,1.0,0.0,0.0,1.0,0.0
997,3,0.0,0.0,0.0,0.0,1.0
998,30,1.0,0.0,0.0,1.0,0.0
999,6,0.0,0.0,0.0,0.0,1.0
1000,8,1.0,0.0,0.0,1.0,0.0
1001,30,1.0,0.0,0.0,1.0,0.0
1002,3,1.0,0.0,0.0,1.0,1.0
1003,30,1.0,0.0,0.0,1.0,0.0
1004,1,1.0,0.0,0.0,1.0,0.0
1005,1,1.0,0.0,0.0,1.0,0.0
1006,30,1.0,0.0,0.0,1.0,0.0
1007,1,1.0,0.0,0.0,1.0,0.0
1008,3,0.0,0.0,0.0,0.0,1.0
1009,3,0.0,0.0,0.0,0.0,1.0
1010,14,1.0,0.0,0.0,1.0,0.0
1011,6,0.0,0.0,0.0,0.0,1.0
1012,3,0.0,0.0,0.0,0.0,1.0
1013,30,1.0,0.0,0.0,1.0,0.0
1014,8,1.0,0.0,0.0,1.0,0.0
1015,3,0.0,0.0,0.0,0.0,1.0
1016,30,1.0,0.0,0.0,1.0,0.0
1017,6,0.0,0.0,0.0,0.0,1.0
1018,8,1.0,0.0,0.0,1.0,0.0
1019,30,1.0,0.0,0.0,1.0,0.0
1020,3,1.0,0.0,0.0,1.0,1.0
1021,30,1.0,0.0,0.0,1.0,0.0
1022,1,1.0,0.0,0.0,1.0,0.0
1023,1,1.0,0.0,0.0,1.0,0.0
1024,30,1.0,0.0,0.0,1.0,0.0
1025,1,1.0,0.0,0.0,1.0,0.0
1026,3,0.0,0.0,0.0,0.0,1.0
1027,3,0.0,0.0,0.0,0.0,1.0
1028,14,1.0,0.0,0.0,1.0,0.0
1029,6,0.0,0.0,0.0,0.0,1.0
1030,3,0.0,0.0,0.0,0.0,1.0
1031,30,1.0,0.0,0.0,1.0,0.0
1032,8,1.0,0.0,0.0,1.0,0.0
1033,3,0.0,0.0,0.0,0.0,1.0
1034,30,1.0,0.0,0.0,1.0,0.0
1035,6,0.0,0.0,0.0,0.0,1.0
1036,8,1.0,0.0,0.0,1.0,0.0
1037,30,1.0,0.0,0.0,1.0,0.0
1038,3,0.0,0.0,0.0,0.0,1.0
1039,30,1.0,0.0,0.0,1.0,0.0
1040,1,1.0,0.0,0.0,1.0,0.0
1041,1,1.0,0.0,0.0,1.0,0.0
1042,30,1.0,0.0,0.0,1.0,0.0
1043,38,1.0,0.0,0.0,1.0,0.0
1044,3,0.0,0.0,0.0,0.0,1.0
1045,3,0.0,0.0,0.0,0.0,1.0
1046,14,1.0,0.0,0.0,1.0,0.0
1047,3,0.0,0.0,0.0,0.0,1.0
1048,3,0.0,0.0,0.0,0.0,1.0
1049,30,1.0,0.0,0.0,1.0,0.0
1050,8,1.0,0.0,0.0,1.0,0.0
1051,3,0.0,0.0,0.0,0.0,1.0
1052,30,1.0,0.0,0.0,1.0,0.0
1053,6,0.0,0.0,0.0,0.0,1.0
1054,8,1.0,0.0,0.0,1.0,0.0
1055,30,1.0,0.0,0.0,1.0,0.0
1056,3,0.0,0.0,0.0,0.0,1.0
1057,30,1.0,0.0,0.0,1.0,0.0
1058,1,1.0,0.0,0.0,1.0,0.0
1059,1,1.0,0.0,0.0,1.0,0.0
1060,30,1.0,0.0,0.0,1.0,0.0
1061,39,1.0,0.0,0.0,1.0,0.0
1062,3,0.0,0.0,0.0,0.0,1.0
1063,3,0.0,0.0,0.0,0.0,1.0
1064,14,1.0,0.0,0.0,1.0,0.0
1065,3,0.0,0.0,0.0,0.0,1.0
1066,3,0.0,0.0,0.0,0.0,1.0
1067,30,1.0,0.0,0.0,1.0,0.0
1068,8,1.0,0.0,0.0,1.0,0.0
1069,3,0.0,0.0,0.0,0.0,1.0
1070,30,1.0,0.0,0.0,1.0,0.0
1071,6,0.0,0.0,0.0,0.0,1.0
1072,8,1.0,0.0,0.0,1.0,0.0
1073,30,1.0,0.0,0.0,1.0,0.0
1074,3,0.0,0.0,0.0,0.0,1.0
1075,30,1.0,0.0,0.0,1.0,0.0
1076,1,1.0,0.0,0.0,1.0,0.0
1077,1,1.0,0.0,0.0,1.0,0.0
1078,30,1.0,0.0,0.0,1.0,0.0
1079,39,1.0,0.0,0.0,1.0,0.0
1080,3,0.0,0.0,0.0,0.0,1.0
1081,3,0.0,0.0,0.0,0.0,1.0
1082,14,1.0,0.0,0.0,1.0,0.0
1083,3,0.0,0.0,0.0,0.0,1.0
1084,3,0.0,0.0,0.0,0.0,1.0
1085,30,1.0,0.0,0.0,1.0,0.0
1086,8,1.0,0.0,0.0,1.0,0.0
1087,3,0.0,0.0,0.0,0.0,1.0
1088,30,1.0,0.0,0.0,1.0,0.0
1089,6,0.0,0.0,0.0,0.0,1.0
1090,8,1.0,0.0,0.0,1.0,0.0
1091,30,1.0,0.0,0.0,1.0,0.0
1092,3,0.0,0.0,0.0,0.0,1.0
1093,30,1.0,0.0,0.0,1.0,0.0
1094,1,1.0,0.0,0.0,1.0,0.0
1095,1,1.0,0.0,0.0,1.0,0.0
1096,30,1.0,0.0,0.0,1.0,0.0
1097,39,1.0,0.0,0.0,1.0,0.0
1098,3,0.0,0.0,0.0,0.0,1.0
1099,3,0.0,0.0,0.0,0.0,1.0
1100,14,1.0,0.0,0.0,1.0,0.0
1101,3,0.0,0.0,0.0,0.0,1.0
1102,3,0.0,0.0,0.0,0.0,1.0
1103,30,1.0,0.0,0.0,1.0,0.0
1104,8,1.0,0.0,0.0,1.0,0.0
1105,3,0.0,0.0,0.0,0.0,1.0
1106,30,1.0,0.0,0.0,1.0,0.0
1107,6,0.0,0.0,0.0,0.0,1.0
1108,8,1.0,0.0,0.0,1.0,0.0
1109,30,1.0,0.0,0.0,1.0,0.0
1110,3,0.0,0.0,0.0,0.0,1.0
1111,30,1.0,0.0,0.0,1.0,0.0
1112,1,1.0,0.0,0.0,1.0,0.0
1113,1,1.0,0.0,0.0,1.0,0.0
1114,30,1.0,0.0,0.0,1.0,0.0
1115,39,1.0,0.0,0.0,1.0,0.0
1116,3,0.0,0.0,0.0,0.0,1.0
1117,3,0.0,0.0,0.0,0.0,1.0
1118,14,1.0,0.0,0.0,1.0,0.0
1119,3,0.0,0.0,0.0,0.0,1.0
1120,3,0.0,0.0,0.0,0.0,1.0
1121,30,1.0,0.0,0.0,1.0,0.0
1122,8,1.0,0.0,0.0,1.0,0.0
1123,3,0.0,0.0,0.0,0.0,1.0
1124,30,1.0,0.0,0.0,1.0,0.0
1125,6,0.0,0.0,0.0,0.0,1.0
1126,8,1.0,0.0,0.0,1.0,0.0
1127,30,1.0,0.0,0.0,1.0,0.0
1128,3,0.0,0.0,0.0,0.0,1.0
1129,30,1.0,0.0,0.0,1.0,0.0
1130,1,1.0,0.0,0.0,1.0,0.0
1131,1,1.0,0.0,0.0,1.0,0.0
1132,30,1.0,0.0,0.0,1.0,0.0
1133,39,1.0,0.0,0.0,1.0,0.0
1134,3,0.0,0.0,0.0,0.0,1.0
1135,3,0.0,0.0,0.0,0.0,1.0
1136,14,1.0,0.0,0.0,1.0,0.0
1137,3,0.0,0.0,0.0,0.0,1.0
1138,3,0.0,0.0,0.0,0.0,1.0
1139,30,1.0,0.0,0.0,1.0,0.0
1140,8,1.0,0.0,0.0,1.0,0.0
1141,3,0.0,0.0,0.0,0.0,1.0
1142,30,1.0,0.0,0.0,1.0,0.0
1143,6,0.0,0.0,0.0,0.0,1.0
1144,8,1.0,0.0,0.0,1.0,0.0
1145,30,1.0,0.0,0.0,1.0,0.0
1146,3,0.0,0.0,0.0,0.0,1.0
1147,30,1.0,0.0,0.0,1.0,0.0
1148,1,1.0,0.0,0.0,1.0,0.0
1149,1,1.0,0.0,0.0,1.0,0.0
1150,30,1.0,0.0,0.0,1.0,0.0
1151,40,1.0,0.0,0.0,1.0,0.0
1152,3,0.0,0.0,0.0,0.0,1.0
1153,3,0.0,0.0,0.0,0.0,1.0
1154,14,1.0,0.0,0.0,1.0,0.0
